customer_id,first_name,last_name,age,gender,city,state,signup_date,segment,membership_tier,preferred_channel,is_active,lifetime_value
273,Yuki,Almeida,20.0,,Goiania,GO,2024-06-26,consumer,gold,email,1,37.23
274,Andre,Melo,45.0,Other,Sao Paulo,SP,2025-10-16,consumer,bronze,organic,1,102.65
275,Joao,Matsuda,43.0,F,Goiania,GO,2025-04-11,consumer,bronze,paid_search,0,42.35
276,Olivia,Almeida,47.0,M,Recife,PE,2025-09-18,consumer,silver,organic,1,93.11
277,Pedro,Kim,27.0,M,Florianopolis,SC,2024-10-15,enterprise,silver,email,1,116.36
278,Karen,Pereira,39.0,Other,Campinas,SP,2023-08-06,consumer,bronze,direct,1,126.91
279,Bruno,Ferreira,23.0,,Brasilia,DF,2023-07-18,consumer,silver,direct,1,20.5
280,Beatriz,Ribeiro,31.0,M,Brasilia,DF,2024-11-01,small_business,silver,paid_search,1,56.48
281,Olivia,Araujo,32.0,,Salvador,BA,2025-11-20,small_business,silver,direct,1,79.01
282,Olivia,Pereira,40.0,Other,Recife,PE,2025-11-01,consumer,silver,direct,1,134.84
283,Valentina,Araujo,37.0,F,Curitiba,PR,2025-10-10,small_business,bronze,social,1,45.11
284,Andre,Rodrigues,37.0,,Recife,PE,2023-10-02,consumer,silver,paid_search,1,185.18
285,Tiago,Melo,41.0,Other,Recife,PE,2023-04-15,consumer,gold,organic,1,83.82
286,Luisa,Melo,31.0,F,Campinas,SP,2025-07-11,small_business,bronze,email,1,40.03
287,Lucas,Nagata,22.0,Other,Rio de Janeiro,RJ,2025-03-17,consumer,gold,email,0,87.07
288,Marina,Barbosa,26.0,F,Belo Horizonte,MG,2025-11-08,enterprise,bronze,paid_search,0,98.39
289,Renata,Matsuda,41.0,M,Porto Alegre,RS,2025-08-28,enterprise,bronze,social,1,53.32
290,Felipe,Park,36.0,Other,Fortaleza,CE,2024-10-14,consumer,bronze,email,0,116.69
291,Sofia,Araujo,18.0,Other,Campinas,SP,2025-11-09,small_business,bronze,email,1,142.24
292,Karen,Souza,28.0,Other,Sao Paulo,SP,2025-01-24,consumer,silver,email,1,74.49
293,Valentina,Araujo,44.0,M,Florianopolis,SC,2023-02-24,consumer,gold,social,0,95.16
294,Felipe,Barbosa,32.0,,Fortaleza,CE,2025-09-10,small_business,silver,referral,1,50.81
295,Bruno,Ribeiro,22.0,F,Goiania,GO,2024-05-11,consumer,silver,organic,1,59.37
296,Nicolas,Lima,49.0,M,Salvador,BA,2024-10-04,enterprise,platinum,email,1,97.37
297,Julia,Santos,46.0,M,Fortaleza,CE,2025-08-23,consumer,bronze,direct,1,94.56
298,Renata,Park,52.0,M,Goiania,GO,2025-09-06,consumer,bronze,paid_search,0,168.33
299,Sofia,Kim,35.0,Other,Campinas,SP,2024-12-02,consumer,platinum,paid_search,1,23.08
300,Isabela,Melo,39.0,Other,Belo Horizonte,MG,2024-05-19,consumer,silver,organic,0,48.44
301,Juyoung,Araujo,33.0,Other,Florianopolis,SC,2024-02-29,consumer,silver,referral,0,193.13
302,Joao,Souza,24.0,,Florianopolis,SC,2024-07-14,small_business,silver,direct,0,79.92
303,Luisa,Lima,32.0,Other,Recife,PE,2024-12-07,consumer,bronze,direct,1,59.02
304,Beatriz,Matsuda,43.0,,Rio de Janeiro,RJ,2024-12-10,consumer,gold,organic,1,41.19
305,Beatriz,Melo,18.0,M,Campinas,SP,2024-07-09,consumer,gold,organic,1,113.34
306,Hiro,Santos,34.0,M,Florianopolis,SC,2024-05-05,small_business,bronze,social,1,90.88
307,Nicolas,Nagata,41.0,F,Sao Paulo,SP,2023-07-25,consumer,silver,social,1,31.42
308,Sofia,Costa,18.0,,Brasilia,DF,2023-01-11,consumer,bronze,paid_search,1,134.13
309,Karen,Ferreira,36.0,F,Belo Horizonte,MG,2024-08-11,consumer,bronze,direct,1,132.84
310,Pedro,Santos,35.0,M,Belo Horizonte,MG,2025-12-31,consumer,bronze,social,1,53.51
311,Camila,Park,38.0,M,Brasilia,DF,2023-03-16,consumer,bronze,email,1,114.7
312,Ana,Ferreira,34.0,F,Curitiba,PR,2023-03-18,small_business,silver,organic,1,43.09
313,Olivia,Melo,27.0,M,Porto Alegre,RS,2024-08-05,consumer,bronze,referral,1,41.28
314,Gabriela,Souza,37.0,,Salvador,BA,2024-07-12,small_business,gold,paid_search,1,57.32
315,Ana,Nagata,42.0,M,Florianopolis,SC,2024-01-17,consumer,silver,organic,1,63.64
316,Camila,Tanaka,29.0,F,Goiania,GO,2025-04-10,small_business,platinum,paid_search,1,132.83
317,Eduarda,Araujo,43.0,M,Rio de Janeiro,RJ,2024-01-14,consumer,silver,referral,1,
318,Olivia,Rodrigues,34.0,Other,Recife,PE,2024-04-27,consumer,silver,referral,1,111.24
319,Isabela,Kim,30.0,F,Fortaleza,CE,2023-01-24,consumer,gold,email,0,52.34
320,Felipe,Park,54.0,Other,Salvador,BA,2024-09-20,consumer,gold,direct,1,35.14
321,Lucas,Cardoso,33.0,M,Goiania,GO,2024-08-27,enterprise,silver,email,0,87.48
322,Nicolas,Melo,32.0,M,Salvador,BA,2025-02-04,consumer,bronze,email,1,120.47
323,Renata,Matsuda,39.0,Other,Goiania,GO,2023-06-17,consumer,gold,organic,1,81.08
324,Bruno,Melo,35.0,M,Fortaleza,CE,2023-08-18,consumer,bronze,social,1,147.02
325,Karen,Barbosa,18.0,M,Brasilia,DF,2023-12-03,consumer,gold,paid_search,0,46.31
326,Andre,Barbosa,42.0,F,Salvador,BA,2023-07-06,consumer,bronze,organic,1,92.58
327,Olivia,Ribeiro,50.0,,Campinas,SP,2025-04-30,consumer,silver,paid_search,1,54.96
328,Marina,Rodrigues,38.0,M,Curitiba,PR,2023-02-14,consumer,bronze,email,1,65.73
329,Lucas,Oliveira,29.0,F,Sao Paulo,SP,2025-05-17,consumer,gold,paid_search,1,75.24
330,Bruno,Ferreira,42.0,M,Rio de Janeiro,RJ,2025-08-24,consumer,silver,paid_search,1,29.74
331,Lucas,Park,39.0,,Florianopolis,SC,2025-05-10,small_business,gold,referral,1,74.27
332,Yuki,Kim,38.0,,Goiania,GO,2023-09-30,consumer,silver,organic,1,57.7
333,Camila,Silva,45.0,Other,Florianopolis,SC,2024-04-01,consumer,bronze,direct,0,62.04
334,Sofia,Park,28.0,M,Florianopolis,SC,2025-05-18,consumer,gold,paid_search,1,63.16
335,Gabriela,Souza,39.0,,Brasilia,DF,2024-07-18,small_business,gold,organic,1,57.07
336,Gabriela,Oliveira,24.0,F,Sao Paulo,SP,2024-05-07,small_business,bronze,direct,0,127.94
337,Hiro,Santos,37.0,M,Goiania,GO,2023-04-10,consumer,bronze,organic,1,200.92
338,Renata,Ferreira,41.0,Other,Sao Paulo,SP,2023-10-14,consumer,bronze,referral,0,25.29
339,Hiro,Ferreira,43.0,M,Goiania,GO,2024-10-18,small_business,bronze,organic,1,186.12
340,Sofia,Ribeiro,34.0,M,Curitiba,PR,2023-05-05,consumer,gold,email,0,133.9
341,Bruno,Kim,43.0,,Recife,PE,2025-10-12,small_business,silver,social,1,90.08
342,Nicolas,Lima,27.0,M,Porto Alegre,RS,2025-05-02,small_business,silver,direct,1,22.23
343,Julia,Pereira,50.0,M,Salvador,BA,2024-05-08,consumer,silver,paid_search,1,146.78
344,Nicolas,Melo,31.0,,Sao Paulo,SP,2025-04-25,consumer,silver,direct,1,40.21
345,Yuki,Oliveira,34.0,Other,Belo Horizonte,MG,2024-11-07,consumer,bronze,paid_search,1,184.39
346,Bruno,Rodrigues,27.0,F,Florianopolis,SC,2024-01-26,consumer,bronze,direct,1,65.22
347,Paulo,Almeida,19.0,Other,Belo Horizonte,MG,2024-03-20,consumer,bronze,paid_search,1,63.44
348,Beatriz,Almeida,30.0,F,Sao Paulo,SP,2024-03-09,small_business,silver,social,1,42.47
349,Juyoung,Cardoso,32.0,,Salvador,BA,2024-05-11,consumer,silver,organic,1,99.76
350,Luisa,Ferreira,44.0,Other,Campinas,SP,2024-10-20,consumer,silver,direct,0,67.54
351,Andre,Araujo,26.0,,Porto Alegre,RS,2025-11-16,consumer,bronze,direct,1,26.89
352,Lucas,Nagata,18.0,M,Porto Alegre,RS,2024-02-21,small_business,platinum,direct,0,114.09
353,Sofia,Ribeiro,29.0,,Sao Paulo,SP,2024-06-18,consumer,bronze,email,1,72.83
354,Hiro,Park,31.0,M,Belo Horizonte,MG,2024-11-06,consumer,bronze,organic,1,39.07
355,Isabela,Araujo,32.0,,Goiania,GO,2024-11-22,consumer,bronze,direct,1,69.83
356,Felipe,Lima,23.0,,Florianopolis,SC,2024-12-22,consumer,bronze,email,1,155.49
357,Renata,Santos,43.0,F,Campinas,SP,2023-05-01,consumer,bronze,direct,0,79.22
358,Luisa,Silva,22.0,M,Goiania,GO,2023-04-10,consumer,silver,paid_search,1,71.17
359,Gabriela,Barbosa,28.0,F,Brasilia,DF,2023-01-19,consumer,silver,paid_search,1,70.51
360,Mateus,Araujo,,,Goiania,GO,2025-09-16,consumer,silver,email,1,
361,Sofia,Ferreira,,,Campinas,SP,2024-07-16,consumer,gold,direct,1,44.6
362,Beatriz,Souza,32.0,M,Brasilia,DF,2023-08-08,consumer,silver,paid_search,1,108.47
363,Camila,Kim,44.0,,Campinas,SP,2024-05-31,consumer,bronze,social,0,131.11
364,Tiago,Pereira,30.0,M,Recife,PE,2025-07-29,consumer,bronze,email,1,106.46
365,Carla,Park,28.0,,Rio de Janeiro,RJ,2023-03-06,consumer,bronze,email,1,58.82
366,Carla,Araujo,21.0,Other,Sao Paulo,SP,2023-12-17,enterprise,silver,email,0,46.74
367,Beatriz,Santos,29.0,,Rio de Janeiro,RJ,2025-12-17,consumer,platinum,social,0,66.11
368,Andre,Melo,33.0,F,Rio de Janeiro,RJ,2024-07-28,consumer,bronze,referral,1,53.41
369,Gabriela,Ribeiro,39.0,,Porto Alegre,RS,2023-02-02,consumer,platinum,paid_search,1,55.85
370,Tiago,Pereira,45.0,,Curitiba,PR,2023-11-29,enterprise,bronze,direct,1,83.24
371,Marina,Lima,18.0,F,Campinas,SP,2024-11-10,consumer,bronze,email,1,33.92
372,Daniel,Tanaka,40.0,F,Porto Alegre,RS,2023-04-20,consumer,bronze,paid_search,1,90.06
373,Luisa,Nagata,,Other,Fortaleza,CE,2025-03-23,consumer,platinum,email,1,50.24
374,Hiro,Kim,23.0,,Salvador,BA,2025-10-01,consumer,silver,social,1,76.98
375,Carla,Cardoso,45.0,M,Goiania,GO,2025-02-17,consumer,bronze,social,0,215.94
376,Eduarda,Park,60.0,M,Rio de Janeiro,RJ,2024-07-02,consumer,platinum,direct,1,27.06
377,Daniel,Oliveira,,Other,Porto Alegre,RS,2025-01-08,consumer,gold,organic,1,70.72
378,Eduarda,Oliveira,40.0,,Curitiba,PR,2023-07-29,enterprise,bronze,social,1,53.42
379,Daniel,Silva,45.0,F,Campinas,SP,2025-04-15,consumer,bronze,paid_search,1,64.66
380,Ana,Ferreira,28.0,F,Porto Alegre,RS,2025-02-27,consumer,silver,email,1,152.12
381,Tiago,Barbosa,33.0,,Campinas,SP,2024-05-12,small_business,gold,email,1,79.15
382,Isabela,Araujo,32.0,M,Curitiba,PR,2024-09-08,small_business,silver,direct,1,60.9
383,Paulo,Oliveira,39.0,M,Recife,PE,2024-09-05,consumer,gold,organic,1,20.0
384,Olivia,Souza,45.0,F,Salvador,BA,2024-02-05,consumer,bronze,paid_search,1,117.74
385,Rafael,Nagata,27.0,,Porto Alegre,RS,2025-02-17,consumer,platinum,organic,1,111.88
386,Joao,Nagata,43.0,M,Goiania,GO,2023-10-06,consumer,bronze,referral,1,90.73
387,Karen,Ferreira,27.0,,Brasilia,DF,2025-03-26,small_business,gold,email,1,86.41
388,Marina,Rodrigues,37.0,,Belo Horizonte,MG,2024-10-29,consumer,silver,organic,1,126.73
389,Tiago,Melo,27.0,F,Fortaleza,CE,2024-02-14,consumer,bronze,direct,1,61.15
390,Olivia,Ferreira,18.0,F,Salvador,BA,2024-03-05,consumer,silver,referral,1,75.79
391,Eduarda,Ferreira,18.0,M,Recife,PE,2025-10-19,consumer,bronze,direct,1,42.2
392,Olivia,Cardoso,42.0,,Recife,PE,2023-06-01,consumer,silver,paid_search,1,59.36
393,Sofia,Santos,34.0,Other,Florianopolis,SC,2025-05-06,consumer,silver,organic,1,78.76
394,Daniel,Pereira,18.0,Other,Campinas,SP,2023-06-24,consumer,silver,organic,1,74.46
395,Tiago,Park,42.0,Other,Fortaleza,CE,2023-04-01,small_business,gold,email,1,37.18
396,Ana,Souza,37.0,M,Recife,PE,2023-08-05,consumer,silver,paid_search,0,49.14
397,Luisa,Ribeiro,28.0,M,Recife,PE,2025-08-06,small_business,bronze,organic,1,73.07
398,Daniel,Ferreira,30.0,F,Sao Paulo,SP,2025-09-15,small_business,bronze,paid_search,1,73.19
399,Lucas,Ferreira,27.0,M,Florianopolis,SC,2023-10-18,consumer,bronze,direct,1,55.58
400,Daniel,Matsuda,36.0,,Porto Alegre,RS,2025-09-02,consumer,gold,paid_search,1,74.9
401,Rafael,Souza,,Other,Curitiba,PR,2023-04-02,consumer,bronze,email,1,47.01
402,Beatriz,Pereira,43.0,M,Goiania,GO,2023-12-03,enterprise,gold,direct,1,140.01
403,Hiro,Park,27.0,M,Recife,PE,2025-08-04,small_business,silver,organic,1,55.17
404,Ana,Cardoso,34.0,,Recife,PE,2025-03-21,consumer,silver,paid_search,1,95.65
405,Juyoung,Almeida,28.0,F,Recife,PE,2023-01-10,small_business,bronze,direct,1,61.03
406,Lucas,Nagata,40.0,F,Campinas,SP,2024-01-18,consumer,gold,paid_search,1,33.67
407,Yuki,Nagata,18.0,,Salvador,BA,2025-12-16,consumer,silver,referral,1,108.93
408,Julia,Matsuda,22.0,Other,Porto Alegre,RS,2024-12-21,consumer,bronze,direct,1,178.68
409,Mateus,Lima,28.0,M,Fortaleza,CE,2023-06-23,consumer,silver,paid_search,1,60.48
410,Juyoung,Lima,31.0,,Brasilia,DF,2025-02-03,consumer,bronze,social,1,36.72
411,Nicolas,Costa,33.0,M,Fortaleza,CE,2025-02-24,enterprise,silver,email,1,56.96
412,Eduarda,Costa,41.0,,Salvador,BA,2024-08-14,consumer,platinum,organic,0,102.61
413,Paulo,Lima,40.0,,Porto Alegre,RS,2023-01-20,consumer,bronze,organic,1,95.12
414,Nicolas,Araujo,35.0,,Campinas,SP,2025-10-10,consumer,bronze,organic,1,168.92
415,Rafael,Pereira,35.0,Other,Rio de Janeiro,RJ,2023-03-05,small_business,bronze,direct,1,68.75
416,Luisa,Matsuda,31.0,,Curitiba,PR,2023-12-11,consumer,bronze,organic,1,163.03
417,Isabela,Melo,32.0,Other,Rio de Janeiro,RJ,2023-08-22,small_business,silver,organic,1,24.88
418,Sofia,Almeida,34.0,F,Sao Paulo,SP,2025-06-22,enterprise,bronze,paid_search,1,76.59
419,Joao,Santos,30.0,Other,Goiania,GO,2024-05-21,consumer,gold,email,0,55.11
420,Julia,Souza,38.0,M,Rio de Janeiro,RJ,2025-06-18,consumer,silver,paid_search,1,132.17
421,Julia,Cardoso,31.0,M,Florianopolis,SC,2024-12-19,consumer,gold,email,0,88.22
422,Rafael,Santos,25.0,Other,Belo Horizonte,MG,2024-02-28,consumer,platinum,social,1,233.63
423,Juyoung,Ferreira,54.0,Other,Brasilia,DF,2024-10-24,consumer,bronze,direct,1,66.96
424,Eduarda,Tanaka,18.0,Other,Campinas,SP,2023-07-15,consumer,bronze,social,1,167.35
425,Hiro,Lima,29.0,M,Brasilia,DF,2023-09-29,enterprise,bronze,direct,1,94.93
426,Paulo,Lima,18.0,Other,Goiania,GO,2025-03-15,consumer,silver,organic,1,88.0
427,Carla,Oliveira,38.0,Other,Recife,PE,2025-07-14,small_business,bronze,social,1,67.46
428,Paulo,Nagata,41.0,F,Porto Alegre,RS,2025-07-20,consumer,bronze,email,1,30.69
429,Julia,Oliveira,30.0,,Salvador,BA,2025-01-03,consumer,bronze,direct,1,66.66
430,Paulo,Rodrigues,21.0,Other,Recife,PE,2024-03-09,consumer,gold,referral,0,95.84
431,Tiago,Araujo,29.0,F,Fortaleza,CE,2023-09-25,consumer,silver,organic,1,64.09
432,Ana,Souza,41.0,M,Goiania,GO,2025-07-30,enterprise,bronze,referral,1,59.82
433,Gabriela,Lima,48.0,Other,Sao Paulo,SP,2025-05-26,small_business,platinum,email,1,46.51
434,Yuki,Kim,27.0,Other,Curitiba,PR,2023-07-11,consumer,bronze,email,1,107.17
435,Bruno,Park,34.0,M,Goiania,GO,2023-12-05,consumer,bronze,organic,0,37.62
436,Ana,Almeida,29.0,M,Rio de Janeiro,RJ,2023-07-14,enterprise,silver,social,1,100.66
437,Ana,Silva,50.0,F,Campinas,SP,2025-06-30,consumer,bronze,direct,1,71.0
438,Paulo,Oliveira,32.0,F,Recife,PE,2023-09-28,small_business,silver,social,1,115.93
439,Karen,Kim,21.0,M,Rio de Janeiro,RJ,2023-07-31,consumer,gold,paid_search,0,82.95
440,Carla,Barbosa,18.0,M,Brasilia,DF,2023-10-20,small_business,gold,paid_search,1,75.14
441,Yuki,Lima,40.0,,Florianopolis,SC,2024-03-12,consumer,gold,social,1,136.39
442,Eduarda,Souza,28.0,,Rio de Janeiro,RJ,2023-07-25,consumer,gold,organic,1,63.5
443,Rafael,Lima,27.0,F,Recife,PE,2024-10-06,enterprise,bronze,paid_search,1,68.07
444,Luisa,Silva,40.0,Other,Fortaleza,CE,2024-08-06,small_business,gold,social,1,33.47
445,Gabriela,Park,45.0,F,Fortaleza,CE,2025-11-09,small_business,bronze,paid_search,1,37.01
446,Marina,Souza,28.0,F,Belo Horizonte,MG,2025-10-10,consumer,silver,organic,1,156.56
447,Beatriz,Nagata,25.0,,Sao Paulo,SP,2025-01-09,small_business,silver,direct,0,91.24
448,Luisa,Araujo,40.0,F,Goiania,GO,2023-12-20,consumer,silver,referral,0,
449,Isabela,Almeida,53.0,F,Rio de Janeiro,RJ,2023-01-29,consumer,platinum,direct,1,430.93
450,Joao,Barbosa,30.0,,Recife,PE,2025-11-03,small_business,silver,referral,1,195.81
451,Sofia,Cardoso,42.0,F,Rio de Janeiro,RJ,2026-01-03,consumer,bronze,paid_search,1,46.05
452,Rafael,Lima,38.0,,Campinas,SP,2024-02-21,consumer,silver,direct,1,106.42
453,Joao,Tanaka,23.0,M,Goiania,GO,2023-05-16,small_business,gold,social,0,52.86
454,Daniel,Matsuda,18.0,F,Rio de Janeiro,RJ,2025-06-08,consumer,gold,email,1,53.83
455,Daniel,Silva,34.0,F,Florianopolis,SC,2023-12-26,consumer,gold,organic,1,44.87
456,Renata,Rodrigues,18.0,M,Porto Alegre,RS,2025-12-07,consumer,gold,organic,1,128.8
457,Luisa,Silva,40.0,,Curitiba,PR,2023-08-30,consumer,gold,paid_search,1,52.71
458,Juyoung,Ribeiro,46.0,,Rio de Janeiro,RJ,2024-06-22,small_business,bronze,email,0,78.0
459,Paulo,Ribeiro,18.0,M,Porto Alegre,RS,2023-04-24,consumer,bronze,email,1,85.22
460,Hiro,Barbosa,,F,Rio de Janeiro,RJ,2023-08-25,consumer,gold,paid_search,1,167.37
461,Marina,Lima,22.0,F,Salvador,BA,2025-01-15,consumer,bronze,direct,1,139.98
462,Hiro,Nagata,45.0,Other,Florianopolis,SC,2025-05-08,consumer,bronze,referral,0,159.03
463,Daniel,Barbosa,24.0,F,Rio de Janeiro,RJ,2025-02-02,consumer,platinum,organic,1,37.55
464,Marina,Oliveira,31.0,Other,Campinas,SP,2023-04-05,consumer,silver,social,1,38.3
465,Carla,Melo,19.0,Other,Curitiba,PR,2024-11-01,consumer,silver,paid_search,1,45.15
466,Pedro,Cardoso,36.0,Other,Fortaleza,CE,2024-09-14,consumer,bronze,organic,1,69.52
467,Pedro,Melo,28.0,M,Salvador,BA,2024-02-05,consumer,silver,email,1,56.66
468,Hiro,Melo,42.0,F,Recife,PE,2023-02-18,consumer,silver,paid_search,1,33.48
469,Julia,Ferreira,44.0,M,Sao Paulo,SP,2025-02-09,enterprise,bronze,organic,1,78.48
470,Juyoung,Rodrigues,39.0,M,Sao Paulo,SP,2023-10-19,consumer,silver,email,1,81.81
471,Juyoung,Kim,31.0,F,Campinas,SP,2025-04-25,consumer,bronze,social,1,64.97
472,Yuki,Park,45.0,F,Campinas,SP,2023-10-01,consumer,silver,direct,0,54.57
473,Joao,Rodrigues,33.0,,Brasilia,DF,2024-04-29,consumer,gold,direct,1,60.06
474,Karen,Matsuda,29.0,F,Florianopolis,SC,2024-10-30,consumer,bronze,email,1,25.43
475,Eduarda,Souza,21.0,,Brasilia,DF,2023-08-12,consumer,bronze,organic,1,100.87
476,Lucas,Almeida,26.0,,Rio de Janeiro,RJ,2026-01-02,consumer,bronze,organic,1,44.07
477,Felipe,Ferreira,40.0,F,Rio de Janeiro,RJ,2023-07-05,consumer,bronze,direct,1,162.77
478,Carla,Pereira,38.0,,Porto Alegre,RS,2023-10-31,small_business,silver,paid_search,1,88.52
479,Isabela,Costa,42.0,,Goiania,GO,2024-09-04,consumer,bronze,paid_search,1,113.56
480,Daniel,Matsuda,44.0,M,Campinas,SP,2024-05-26,consumer,bronze,direct,1,275.43
481,Eduarda,Almeida,31.0,Other,Sao Paulo,SP,2024-03-31,consumer,bronze,email,1,159.49
482,Tiago,Ribeiro,53.0,F,Goiania,GO,2023-06-22,small_business,bronze,direct,1,42.1
483,Andre,Matsuda,30.0,F,Rio de Janeiro,RJ,2024-02-09,consumer,silver,organic,1,64.89
484,Bruno,Matsuda,29.0,,Porto Alegre,RS,2023-09-08,consumer,bronze,organic,0,158.57
485,Ana,Park,41.0,M,Recife,PE,2025-10-13,small_business,silver,organic,1,81.78
486,Isabela,Matsuda,23.0,F,Brasilia,DF,2024-07-17,consumer,silver,paid_search,1,40.64
487,Yuki,Ferreira,38.0,,Fortaleza,CE,2024-05-18,consumer,gold,direct,1,92.61
488,Eduarda,Tanaka,34.0,M,Curitiba,PR,2025-02-23,enterprise,gold,organic,1,20.0
489,Marina,Kim,35.0,,Campinas,SP,2023-02-09,consumer,gold,email,1,399.88
490,Karen,Park,38.0,F,Fortaleza,CE,2025-10-25,consumer,silver,organic,1,95.98
491,Andre,Rodrigues,39.0,,Belo Horizonte,MG,2023-03-02,consumer,bronze,organic,0,38.43
492,Felipe,Souza,43.0,M,Fortaleza,CE,2024-04-21,consumer,bronze,organic,0,115.71
493,Luisa,Pereira,26.0,,Florianopolis,SC,2023-04-25,consumer,bronze,social,1,31.34
494,Hiro,Ribeiro,20.0,Other,Brasilia,DF,2023-12-27,consumer,platinum,email,1,47.52
495,Tiago,Ribeiro,18.0,M,Sao Paulo,SP,2024-12-21,consumer,silver,email,0,21.59
496,Felipe,Araujo,18.0,F,Salvador,BA,2024-09-24,small_business,silver,social,0,66.82
497,Renata,Araujo,,M,Belo Horizonte,MG,2023-02-10,consumer,bronze,email,1,77.73
498,Beatriz,Nagata,42.0,M,Porto Alegre,RS,2023-12-30,consumer,silver,social,0,57.93
499,Julia,Barbosa,60.0,F,Brasilia,DF,2023-08-16,consumer,silver,paid_search,0,34.22
500,Tiago,Souza,36.0,Other,Goiania,GO,2025-03-21,small_business,gold,direct,1,191.55
501,Rafael,Araujo,44.0,M,Brasilia,DF,2025-06-13,consumer,bronze,direct,1,45.81
502,Hiro,Ribeiro,25.0,,Campinas,SP,2024-12-31,consumer,gold,direct,1,64.19
503,Eduarda,Costa,42.0,,Florianopolis,SC,2024-08-26,enterprise,bronze,email,0,20.0
504,Felipe,Cardoso,46.0,M,Fortaleza,CE,2023-03-08,consumer,platinum,email,1,49.64
505,Eduarda,Nagata,27.0,M,Rio de Janeiro,RJ,2025-10-13,consumer,bronze,paid_search,1,32.66
506,Yuki,Oliveira,42.0,Other,Porto Alegre,RS,2023-12-10,consumer,bronze,paid_search,1,143.3
507,Hiro,Oliveira,31.0,F,Curitiba,PR,2024-03-05,small_business,gold,email,0,66.43
508,Olivia,Tanaka,38.0,,Sao Paulo,SP,2025-03-01,small_business,gold,direct,1,159.73
509,Sofia,Park,38.0,,Recife,PE,2024-12-20,consumer,gold,organic,1,39.78
510,Felipe,Matsuda,36.0,F,Fortaleza,CE,2024-04-06,small_business,gold,email,1,88.05
511,Daniel,Oliveira,35.0,,Porto Alegre,RS,2024-06-18,consumer,bronze,social,1,117.31
512,Karen,Cardoso,25.0,,Rio de Janeiro,RJ,2023-07-10,consumer,bronze,paid_search,1,45.09
513,Valentina,Tanaka,34.0,F,Recife,PE,2023-12-04,consumer,bronze,email,1,114.59
514,Juyoung,Melo,39.0,Other,Belo Horizonte,MG,2025-04-18,small_business,bronze,email,1,123.76
515,Daniel,Santos,35.0,,Curitiba,PR,2024-05-01,consumer,bronze,organic,1,92.94
516,Nicolas,Oliveira,38.0,,Porto Alegre,RS,2023-01-08,consumer,silver,direct,1,29.36
517,Felipe,Ferreira,27.0,,Sao Paulo,SP,2024-02-28,consumer,silver,paid_search,1,94.56
518,Paulo,Araujo,37.0,Other,Curitiba,PR,2025-03-25,consumer,silver,paid_search,1,26.08
519,Felipe,Kim,30.0,Other,Campinas,SP,2025-03-04,small_business,platinum,direct,1,103.45
520,Olivia,Matsuda,38.0,Other,Sao Paulo,SP,2024-06-23,consumer,bronze,direct,1,26.54
521,Carla,Kim,41.0,,Brasilia,DF,2023-07-18,small_business,platinum,paid_search,0,96.3
522,Sofia,Santos,23.0,,Fortaleza,CE,2024-04-10,consumer,bronze,referral,1,57.6
523,Tiago,Pereira,44.0,F,Goiania,GO,2025-08-30,consumer,bronze,referral,1,30.35
524,Renata,Ribeiro,37.0,M,Florianopolis,SC,2023-03-13,consumer,silver,direct,1,128.33
525,Felipe,Almeida,35.0,M,Salvador,BA,2023-12-21,small_business,silver,email,1,67.65
526,Gabriela,Lima,38.0,Other,Rio de Janeiro,RJ,2025-06-10,small_business,gold,paid_search,1,28.8
527,Carla,Park,40.0,Other,Florianopolis,SC,2023-05-18,consumer,bronze,social,1,113.42
528,Beatriz,Silva,23.0,,Campinas,SP,2025-07-27,enterprise,bronze,social,1,162.23
529,Tiago,Ribeiro,44.0,F,Brasilia,DF,2023-10-31,consumer,bronze,email,1,149.14
530,Rafael,Ferreira,39.0,Other,Fortaleza,CE,2023-07-26,consumer,silver,direct,0,39.33
531,Yuki,Araujo,49.0,,Curitiba,PR,2025-02-23,small_business,gold,direct,1,111.32
532,Eduarda,Cardoso,18.0,,Curitiba,PR,2025-04-05,consumer,silver,paid_search,1,55.81
533,Bruno,Araujo,51.0,Other,Porto Alegre,RS,2024-05-01,consumer,bronze,organic,1,171.37
534,Isabela,Araujo,35.0,F,Curitiba,PR,2024-09-28,small_business,gold,email,1,42.31
535,Joao,Matsuda,40.0,Other,Belo Horizonte,MG,2023-10-03,consumer,gold,direct,0,41.16
536,Gabriela,Matsuda,36.0,,Recife,PE,2023-07-02,enterprise,silver,direct,0,109.09
537,Camila,Santos,28.0,M,Campinas,SP,2025-02-04,enterprise,gold,direct,1,59.27
538,Marina,Lima,31.0,F,Florianopolis,SC,2025-11-03,consumer,bronze,paid_search,1,42.61
539,Hiro,Santos,29.0,Other,Belo Horizonte,MG,2023-04-29,consumer,bronze,direct,1,56.21
540,Camila,Matsuda,33.0,F,Curitiba,PR,2025-01-24,consumer,gold,paid_search,1,88.91
541,Paulo,Cardoso,29.0,,Belo Horizonte,MG,2025-02-01,consumer,bronze,email,0,53.99
542,Felipe,Rodrigues,39.0,F,Porto Alegre,RS,2024-12-06,consumer,bronze,direct,0,47.73
543,Felipe,Ribeiro,33.0,M,Recife,PE,2023-04-12,consumer,silver,direct,0,40.08
544,Mateus,Almeida,35.0,,Goiania,GO,2024-04-06,consumer,silver,paid_search,1,335.57
